Record_Date,Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Operating_Shift,Production_Level,Plant_Status,Final_pH,Final_COD_mgL,Final_BOD_mgL,Final_TDS_mgL,Final_TSS_mgL,Month,Quarter,Season,Compliance
2024-05-25,4.34,115187.0,57180.0,85802.0,22306.0,3.12,0.4,0.12,362.98,Afternoon,High,Normal Operation,7.23,180.0,22.0,108.0,5.0,May,2,Long Rains,0
2024-05-26,3.98,101845.0,55643.0,95764.0,15911.0,3.23,0.35,0.13,348.1,Night,Medium,Normal Operation,7.22,180.0,24.0,109.0,20.0,May,2,Long Rains,0
2024-05-27,3.96,97719.0,49046.0,88285.0,12000.0,2.91,0.26,0.12,284.7,Night,Medium,Maintenance,7.35,180.0,38.0,82.0,12.0,May,2,Long Rains,0
2024-05-28,4.29,134134.0,69448.0,92917.0,16557.0,3.9,0.38,0.06,389.0,Night,Medium,Maintenance,7.47,180.0,24.0,75.0,13.0,May,2,Long Rains,0
2024-05-29,4.25,104836.0,50446.0,79671.0,21197.0,3.62,0.4,0.12,290.42,Afternoon,Medium,Normal Operation,7.34,180.0,28.0,105.0,14.0,May,2,Long Rains,0
2024-05-30,4.25,103103.0,54377.0,90767.0,19882.0,2.9,0.31,0.06,379.36,Night,High,Normal Operation,7.21,180.0,37.0,81.0,12.0,May,2,Long Rains,0
2024-05-31,4.26,90000.0,47456.0,70000.0,19499.0,2.67,0.42,0.12,294.36,Morning,Medium,Normal Operation,7.19,61.0,8.0,117.0,8.0,May,2,Long Rains,1
2024-06-01,4.08,107332.0,53895.0,88318.0,17020.0,3.05,0.25,0.09,366.54,Afternoon,High,Normal Operation,7.13,180.0,39.0,94.0,7.0,June,2,Cool Season,0
2024-06-02,4.24,99123.0,54280.0,75326.0,13523.0,3.37,0.26,0.11,367.64,Morning,High,Normal Operation,7.22,180.0,36.0,100.0,10.0,June,2,Cool Season,0
2024-06-03,4.25,134704.0,62308.0,100854.0,19804.0,3.3,0.36,0.07,390.5,Morning,Medium,Normal Operation,7.11,180.0,38.0,134.0,9.0,June,2,Cool Season,0
2024-06-04,4.07,127118.0,57418.0,96997.0,15080.0,3.7,0.35,0.12,376.67,Morning,High,Normal Operation,7.24,180.0,22.0,83.0,16.0,June,2,Cool Season,0
2024-06-05,4.54,106742.0,56255.0,94200.0,25000.0,3.52,0.31,0.07,325.67,Morning,Medium,Normal Operation,7.2,61.0,16.0,101.0,17.0,June,2,Cool Season,1
2024-06-06,4.29,140000.0,74300.0,103689.0,19997.0,3.59,0.4,0.09,485.37,Morning,High,Normal Operation,7.18,180.0,36.0,119.0,19.0,June,2,Cool Season,0
2024-06-07,3.99,126781.0,58576.0,81460.0,15968.0,3.33,0.38,0.08,346.1,Morning,Medium,Normal Operation,7.24,97.0,17.0,116.0,11.0,June,2,Cool Season,1
2024-06-08,4.32,111102.0,52947.0,105726.0,15860.0,2.64,0.4,0.06,357.29,Morning,Low,Normal Operation,7.08,180.0,37.0,76.0,13.0,June,2,Cool Season,0
2024-06-09,4.02,90000.0,40658.0,98390.0,17675.0,3.12,0.34,0.1,228.72,Night,High,Normal Operation,7.25,180.0,21.0,93.0,14.0,June,2,Cool Season,0
2024-06-10,4.34,140000.0,67106.0,87871.0,17162.0,3.62,0.39,0.14,446.91,Morning,Medium,Maintenance,7.07,180.0,36.0,100.0,14.0,June,2,Cool Season,0
2024-06-11,4.41,98325.0,51848.0,100221.0,21909.0,3.18,0.32,0.15,292.94,Afternoon,Medium,Normal Operation,7.18,180.0,34.0,118.0,5.0,June,2,Cool Season,0
2024-06-12,4.05,95255.0,47799.0,80043.0,18652.0,3.4,0.47,0.1,326.07,Morning,Medium,Normal Operation,7.25,92.0,10.0,91.0,18.0,June,2,Cool Season,1
2024-06-13,4.37,127271.0,61702.0,82579.0,15439.0,3.07,0.3,0.12,367.52,Night,Low,Normal Operation,7.14,180.0,23.0,91.0,16.0,June,2,Cool Season,0
2024-06-14,4.27,140000.0,68204.0,84523.0,24617.0,2.79,0.48,0.1,442.07,Night,Medium,Normal Operation,7.12,180.0,20.0,76.0,15.0,June,2,Cool Season,0
2024-06-15,4.35,131611.0,59243.0,85239.0,18173.0,3.15,0.35,0.11,369.16,Afternoon,High,Normal Operation,7.0,180.0,31.0,103.0,17.0,June,2,Cool Season,0
2024-06-16,4.54,121767.0,58446.0,80491.0,20691.0,3.32,0.27,0.09,353.56,Afternoon,Low,Normal Operation,7.26,147.0,32.0,95.0,13.0,June,2,Cool Season,0
2024-06-17,4.16,122137.0,62857.0,101008.0,15871.0,2.94,0.43,0.1,406.57,Morning,Medium,Normal Operation,7.24,107.0,17.0,75.0,6.0,June,2,Cool Season,0
2024-06-18,4.06,125241.0,68559.0,87670.0,19271.0,3.11,0.36,0.11,474.52,Night,Low,Normal Operation,7.25,180.0,25.0,72.0,10.0,June,2,Cool Season,0
2024-06-19,4.04,124107.0,66361.0,93173.0,19089.0,2.82,0.4,0.09,369.09,Night,Medium,Normal Operation,7.27,180.0,35.0,55.0,5.0,June,2,Cool Season,0
2024-06-20,4.05,118374.0,53548.0,84867.0,12000.0,3.65,0.42,0.1,368.32,Night,Medium,Normal Operation,7.29,180.0,28.0,80.0,14.0,June,2,Cool Season,0
2024-06-21,4.19,116250.0,62758.0,73615.0,25000.0,3.08,0.37,0.1,402.51,Afternoon,High,Normal Operation,7.24,180.0,20.0,105.0,12.0,June,2,Cool Season,0
2024-06-22,4.26,114249.0,60360.0,92431.0,22517.0,3.78,0.31,0.12,405.07,Morning,High,Normal Operation,7.31,180.0,28.0,122.0,11.0,June,2,Cool Season,0
2024-06-23,4.25,105952.0,55947.0,72790.0,16610.0,3.81,0.41,0.08,339.92,Night,Medium,Normal Operation,7.37,180.0,25.0,111.0,15.0,June,2,Cool Season,0
2024-06-24,4.35,111632.0,55347.0,89382.0,14142.0,3.17,0.35,0.1,343.58,Morning,Medium,Normal Operation,7.01,111.0,27.0,119.0,7.0,June,2,Cool Season,0
2024-06-25,4.2,94685.0,46377.0,77685.0,19216.0,2.8,0.39,0.14,315.51,Afternoon,High,Normal Operation,7.03,180.0,32.0,99.0,16.0,June,2,Cool Season,0
2024-06-26,4.46,113820.0,54667.0,107885.0,18303.0,2.5,0.22,0.12,334.68,Morning,High,Normal Operation,7.29,180.0,41.0,110.0,10.0,June,2,Cool Season,0
2024-06-27,4.15,103137.0,47089.0,98202.0,19245.0,2.61,0.38,0.13,296.76,Night,Medium,Normal Operation,6.82,180.0,26.0,96.0,4.0,June,2,Cool Season,0
2024-06-28,4.6,101757.0,48113.0,90952.0,18671.0,2.65,0.31,0.1,266.08,Morning,Medium,Normal Operation,7.1,180.0,36.0,129.0,12.0,June,2,Cool Season,0
2024-06-29,4.31,117159.0,55611.0,101373.0,19772.0,3.75,0.45,0.11,319.09,Morning,High,Normal Operation,7.42,180.0,36.0,95.0,3.0,June,2,Cool Season,0
2024-06-30,4.05,131704.0,65642.0,82383.0,23066.0,3.25,0.39,0.12,424.22,Afternoon,Medium,Normal Operation,7.2,180.0,28.0,116.0,11.0,June,2,Cool Season,0
2024-07-01,4.01,126020.0,66128.0,94891.0,19988.0,3.36,0.36,0.13,434.82,Night,Medium,Normal Operation,7.17,180.0,26.0,115.0,15.0,July,3,Cool Season,0
2024-07-02,4.29,96154.0,47825.0,91798.0,14326.0,2.5,0.38,0.06,304.83,Afternoon,Medium,Normal Operation,7.11,180.0,35.0,100.0,14.0,July,3,Cool Season,0
2024-07-03,4.16,103124.0,47003.0,92376.0,22769.0,2.72,0.29,0.07,268.62,Morning,Low,Normal Operation,7.09,49.0,7.0,57.0,10.0,July,3,Cool Season,1
2024-07-04,4.33,126289.0,68926.0,101451.0,23742.0,3.55,0.45,0.13,425.14,Morning,Medium,Maintenance,7.26,180.0,29.0,115.0,12.0,July,3,Cool Season,0
2024-07-05,4.29,103210.0,56174.0,96592.0,25000.0,3.31,0.47,0.09,338.88,Night,Medium,Normal Operation,7.14,180.0,26.0,91.0,8.0,July,3,Cool Season,0
2024-07-06,4.19,112304.0,59355.0,92599.0,14068.0,3.14,0.37,0.09,370.58,Night,Low,Normal Operation,7.32,180.0,28.0,86.0,14.0,July,3,Cool Season,0
2024-07-07,4.05,121601.0,66775.0,75106.0,18850.0,3.43,0.45,0.07,454.44,Night,Low,Normal Operation,7.4,180.0,40.0,67.0,24.0,July,3,Cool Season,0
2024-07-08,3.93,103380.0,52150.0,81360.0,12000.0,3.85,0.32,0.09,347.52,Afternoon,Low,Normal Operation,7.28,106.0,18.0,90.0,19.0,July,3,Cool Season,0
2024-07-09,4.12,116265.0,63513.0,88896.0,19936.0,3.11,0.3,0.07,357.32,Night,Medium,Normal Operation,7.02,180.0,30.0,103.0,14.0,July,3,Cool Season,0
2024-07-10,4.35,98992.0,45295.0,90840.0,16081.0,3.23,0.35,0.14,309.61,Afternoon,High,Normal Operation,7.14,180.0,25.0,65.0,15.0,July,3,Cool Season,0
2024-07-11,4.24,107784.0,52444.0,79828.0,24732.0,3.28,0.38,0.1,325.55,Afternoon,High,Normal Operation,7.19,180.0,27.0,70.0,11.0,July,3,Cool Season,0
2024-07-12,3.98,118837.0,56155.0,110000.0,15289.0,4.16,0.33,0.1,371.51,Afternoon,Medium,Normal Operation,7.4,180.0,38.0,106.0,5.0,July,3,Cool Season,0
2024-07-13,4.23,95884.0,45026.0,103648.0,12088.0,2.5,0.38,0.11,257.1,Afternoon,Medium,Normal Operation,6.97,180.0,36.0,105.0,15.0,July,3,Cool Season,0
2024-07-14,4.27,120286.0,55822.0,95419.0,16351.0,3.47,0.37,0.12,363.18,Night,High,Normal Operation,7.15,180.0,34.0,99.0,11.0,July,3,Cool Season,0
2024-07-15,4.04,114764.0,58787.0,90648.0,12000.0,3.15,0.29,0.12,344.17,Afternoon,Low,Normal Operation,7.25,180.0,22.0,110.0,14.0,July,3,Cool Season,0
2024-07-16,4.23,121630.0,64237.0,88090.0,20629.0,3.43,0.38,0.12,395.54,Morning,Medium,Normal Operation,7.35,74.0,21.0,102.0,19.0,July,3,Cool Season,1
2024-07-17,4.21,117687.0,59765.0,81433.0,12000.0,2.94,0.4,0.09,330.22,Morning,High,Maintenance,7.09,180.0,35.0,87.0,15.0,July,3,Cool Season,0
2024-07-18,3.99,131370.0,61047.0,90697.0,18100.0,3.18,0.36,0.09,349.64,Morning,Low,Normal Operation,7.04,43.0,13.0,75.0,11.0,July,3,Cool Season,1
2024-07-19,4.26,116503.0,61876.0,92320.0,12000.0,3.48,0.42,0.12,348.86,Afternoon,High,Normal Operation,7.64,180.0,35.0,60.0,6.0,July,3,Cool Season,0
2024-07-20,4.3,109847.0,56417.0,78824.0,16879.0,4.45,0.28,0.09,330.58,Morning,High,Normal Operation,7.48,180.0,36.0,120.0,17.0,July,3,Cool Season,0
2024-07-21,4.39,116468.0,56931.0,93008.0,23752.0,3.52,0.38,0.1,321.66,Morning,Low,Maintenance,7.22,180.0,32.0,125.0,5.0,July,3,Cool Season,0
2024-07-22,4.39,121520.0,62876.0,88603.0,19262.0,2.86,0.28,0.11,411.07,Afternoon,Low,Normal Operation,7.25,180.0,26.0,73.0,10.0,July,3,Cool Season,0
2024-07-23,3.95,115586.0,55018.0,72830.0,14978.0,3.03,0.28,0.12,305.0,Afternoon,Low,Normal Operation,7.16,180.0,44.0,99.0,16.0,July,3,Cool Season,0
2024-07-24,4.03,115487.0,55956.0,82257.0,17891.0,3.02,0.31,0.06,359.61,Night,Medium,Maintenance,7.28,180.0,26.0,89.0,15.0,July,3,Cool Season,0
2024-07-25,4.29,106576.0,57737.0,86278.0,18063.0,2.5,0.29,0.11,329.74,Afternoon,Medium,Normal Operation,7.11,180.0,34.0,96.0,8.0,July,3,Cool Season,0
2024-07-26,4.29,107045.0,51280.0,106989.0,19654.0,3.07,0.32,0.1,354.74,Night,Medium,Normal Operation,7.19,180.0,31.0,83.0,10.0,July,3,Cool Season,0
2024-07-27,4.29,98169.0,48790.0,95009.0,13216.0,3.49,0.34,0.11,336.63,Night,Medium,Normal Operation,7.23,180.0,27.0,107.0,11.0,July,3,Cool Season,0
2024-07-28,4.6,135995.0,73303.0,77981.0,20074.0,2.69,0.4,0.12,427.96,Night,High,Normal Operation,6.95,180.0,32.0,104.0,8.0,July,3,Cool Season,0
2024-07-29,4.3,100074.0,52116.0,94374.0,12000.0,3.62,0.33,0.13,334.67,Afternoon,Medium,Normal Operation,7.5,180.0,31.0,98.0,8.0,July,3,Cool Season,0
2024-07-30,4.4,106685.0,48672.0,76074.0,15795.0,3.4,0.25,0.13,269.74,Morning,Low,Maintenance,7.12,180.0,37.0,97.0,7.0,July,3,Cool Season,0
2024-07-31,4.37,106379.0,49438.0,99744.0,16291.0,2.91,0.42,0.13,341.0,Night,Medium,Normal Operation,6.99,180.0,40.0,97.0,13.0,July,3,Cool Season,0
2024-08-01,4.32,125739.0,56681.0,85760.0,20217.0,3.14,0.3,0.13,356.21,Morning,Medium,Normal Operation,7.17,180.0,35.0,115.0,10.0,August,3,Cool Season,0
2024-08-02,4.14,111461.0,57190.0,89157.0,18079.0,3.84,0.35,0.11,318.25,Morning,Medium,Normal Operation,7.18,180.0,38.0,97.0,14.0,August,3,Cool Season,0
2024-08-03,4.34,129973.0,64306.0,101932.0,13081.0,3.49,0.38,0.1,386.72,Afternoon,Medium,Normal Operation,7.24,180.0,22.0,94.0,10.0,August,3,Cool Season,0
2024-08-04,4.06,106918.0,49549.0,78416.0,14553.0,3.2,0.36,0.12,278.23,Morning,Low,Normal Operation,7.28,180.0,25.0,95.0,9.0,August,3,Cool Season,0
2024-08-05,4.16,118348.0,64594.0,77426.0,18695.0,3.1,0.42,0.11,393.34,Night,High,Normal Operation,7.31,180.0,36.0,96.0,12.0,August,3,Cool Season,0
2024-08-06,4.11,104976.0,52799.0,84748.0,17723.0,3.23,0.38,0.09,343.45,Afternoon,High,Normal Operation,7.3,180.0,35.0,95.0,11.0,August,3,Cool Season,0
2024-08-07,4.21,140000.0,66387.0,99345.0,15973.0,3.0,0.3,0.11,411.92,Afternoon,Medium,Normal Operation,7.13,180.0,26.0,95.0,11.0,August,3,Cool Season,0
2024-08-08,4.6,100749.0,50380.0,76326.0,16317.0,2.5,0.48,0.1,306.09,Afternoon,Medium,Normal Operation,7.1,180.0,35.0,71.0,11.0,August,3,Cool Season,0
2024-08-09,3.86,118718.0,61491.0,70000.0,20437.0,4.02,0.36,0.08,349.19,Afternoon,Medium,Normal Operation,7.37,180.0,30.0,85.0,17.0,August,3,Cool Season,0
2024-08-10,4.32,122605.0,56107.0,85940.0,16188.0,3.26,0.34,0.13,329.2,Morning,Medium,Normal Operation,7.0,134.0,20.0,89.0,13.0,August,3,Cool Season,0
2024-08-11,3.91,119966.0,57280.0,94966.0,17692.0,3.36,0.41,0.1,323.64,Afternoon,Medium,Normal Operation,7.29,180.0,22.0,66.0,19.0,August,3,Cool Season,0
2024-08-12,4.12,112777.0,59850.0,100802.0,25000.0,3.18,0.36,0.14,401.67,Afternoon,High,Normal Operation,7.02,180.0,34.0,70.0,14.0,August,3,Cool Season,0
2024-08-13,4.4,113442.0,56264.0,85832.0,13017.0,2.91,0.37,0.07,320.86,Afternoon,Medium,Normal Operation,7.4,180.0,37.0,96.0,17.0,August,3,Cool Season,0
2024-08-14,4.21,115526.0,58301.0,86297.0,12000.0,3.13,0.5,0.09,372.72,Night,Medium,Normal Operation,7.14,180.0,39.0,74.0,9.0,August,3,Cool Season,0
2024-08-15,4.01,113236.0,55857.0,100385.0,20743.0,2.56,0.33,0.1,335.93,Morning,Medium,Normal Operation,7.08,101.0,14.0,81.0,14.0,August,3,Cool Season,0
2024-08-16,4.07,126567.0,57511.0,73172.0,15625.0,4.11,0.33,0.12,335.8,Morning,High,Normal Operation,7.24,180.0,37.0,111.0,10.0,August,3,Cool Season,0
2024-08-17,4.32,140000.0,65320.0,86503.0,16886.0,2.71,0.36,0.11,421.92,Morning,High,Normal Operation,7.05,180.0,35.0,93.0,4.0,August,3,Cool Season,0
2024-08-18,4.07,108310.0,53565.0,91714.0,15266.0,2.79,0.41,0.11,331.33,Morning,Low,Normal Operation,7.41,40.0,5.0,119.0,21.0,August,3,Cool Season,1
2024-08-19,4.24,98562.0,46415.0,94043.0,17091.0,3.02,0.26,0.08,283.14,Night,Medium,Normal Operation,7.29,180.0,24.0,57.0,9.0,August,3,Cool Season,0
2024-08-20,4.21,113941.0,51843.0,85412.0,23595.0,3.72,0.23,0.08,331.24,Night,Medium,Normal Operation,7.09,180.0,39.0,85.0,8.0,August,3,Cool Season,0
2024-08-21,4.08,140000.0,74811.0,90310.0,20807.0,3.21,0.31,0.11,466.59,Morning,Medium,Normal Operation,7.38,180.0,39.0,103.0,9.0,August,3,Cool Season,0
2024-08-22,4.59,105356.0,57748.0,70000.0,21018.0,2.71,0.25,0.07,343.9,Afternoon,Medium,Normal Operation,7.27,180.0,31.0,78.0,9.0,August,3,Cool Season,0
2024-08-23,4.31,134669.0,71282.0,84076.0,13043.0,3.7,0.32,0.09,451.83,Afternoon,High,Normal Operation,7.24,180.0,36.0,115.0,10.0,August,3,Cool Season,0
2024-08-24,3.84,135132.0,72347.0,94082.0,13971.0,3.49,0.38,0.11,470.56,Morning,Medium,Normal Operation,7.28,92.0,20.0,99.0,8.0,August,3,Cool Season,1
2024-08-25,4.23,108357.0,51383.0,81159.0,12000.0,3.42,0.3,0.08,284.66,Morning,High,Normal Operation,7.23,180.0,39.0,72.0,19.0,August,3,Cool Season,0
2024-08-26,4.08,121828.0,66526.0,90531.0,15167.0,3.49,0.26,0.13,412.38,Night,Medium,Normal Operation,7.48,180.0,41.0,103.0,12.0,August,3,Cool Season,0
2024-08-27,4.35,134541.0,63193.0,94022.0,21348.0,4.16,0.35,0.12,353.03,Afternoon,High,Normal Operation,7.25,180.0,20.0,108.0,22.0,August,3,Cool Season,0
2024-08-28,4.06,110450.0,60211.0,86917.0,19809.0,4.07,0.4,0.07,348.0,Night,High,Maintenance,7.35,180.0,30.0,90.0,15.0,August,3,Cool Season,0
2024-08-29,4.18,112557.0,61848.0,91534.0,17225.0,2.93,0.25,0.08,392.16,Morning,Medium,Normal Operation,7.11,180.0,20.0,65.0,14.0,August,3,Cool Season,0
2024-08-30,4.29,108020.0,56297.0,81335.0,17922.0,3.85,0.4,0.05,382.78,Afternoon,Medium,Normal Operation,7.13,180.0,30.0,106.0,19.0,August,3,Cool Season,0
2024-08-31,4.36,102823.0,56359.0,88140.0,15589.0,3.35,0.4,0.08,384.6,Morning,Low,Normal Operation,7.49,180.0,37.0,136.0,14.0,August,3,Cool Season,0
2024-09-01,3.98,107209.0,54350.0,95492.0,18717.0,3.4,0.41,0.12,304.63,Morning,High,Normal Operation,7.09,180.0,28.0,91.0,16.0,September,3,Short Rains,0
2024-09-02,4.14,100313.0,47744.0,91413.0,20681.0,2.52,0.42,0.09,292.61,Afternoon,Medium,Normal Operation,7.12,180.0,28.0,125.0,13.0,September,3,Short Rains,0
2024-09-03,4.11,115409.0,56977.0,84721.0,12344.0,3.13,0.48,0.11,363.2,Morning,Medium,Normal Operation,6.98,180.0,37.0,81.0,7.0,September,3,Short Rains,0
2024-09-04,4.08,105760.0,53870.0,92018.0,19049.0,2.87,0.33,0.07,308.17,Morning,Medium,Normal Operation,7.1,110.0,24.0,94.0,11.0,September,3,Short Rains,0
2024-09-05,4.52,117805.0,53873.0,96431.0,21264.0,3.53,0.36,0.12,358.16,Morning,Medium,Normal Operation,7.3,90.0,14.0,108.0,17.0,September,3,Short Rains,1
2024-09-06,4.27,96329.0,49343.0,71551.0,16547.0,3.63,0.33,0.09,326.47,Morning,Low,Normal Operation,7.17,40.0,5.0,101.0,12.0,September,3,Short Rains,1
2024-09-07,3.97,118971.0,65210.0,100432.0,20452.0,2.5,0.35,0.1,447.01,Afternoon,Low,Normal Operation,7.17,135.0,20.0,87.0,14.0,September,3,Short Rains,0
2024-09-08,4.37,125002.0,58627.0,86974.0,25000.0,3.19,0.44,0.1,323.2,Afternoon,Medium,Normal Operation,7.17,180.0,29.0,113.0,9.0,September,3,Short Rains,0
2024-09-09,4.58,91075.0,48202.0,93829.0,17635.0,3.65,0.27,0.07,280.78,Morning,Medium,Maintenance,7.41,180.0,37.0,133.0,5.0,September,3,Short Rains,0
2024-09-10,4.39,119489.0,64618.0,100775.0,19377.0,3.13,0.3,0.08,435.58,Morning,High,Normal Operation,7.35,180.0,38.0,99.0,9.0,September,3,Short Rains,0
2024-09-11,3.93,129732.0,70622.0,77655.0,15417.0,3.49,0.43,0.12,459.46,Morning,High,Normal Operation,7.17,180.0,24.0,94.0,5.0,September,3,Short Rains,0
2024-09-12,4.11,100484.0,54866.0,83615.0,18634.0,3.34,0.41,0.11,375.37,Afternoon,Medium,Normal Operation,7.23,180.0,36.0,89.0,14.0,September,3,Short Rains,0
2024-09-13,4.43,135071.0,67825.0,87403.0,19611.0,3.34,0.33,0.12,378.86,Morning,High,Normal Operation,7.24,180.0,33.0,149.0,2.0,September,3,Short Rains,0
2024-09-14,4.07,120028.0,65743.0,82946.0,18682.0,3.09,0.4,0.11,420.46,Night,Medium,Normal Operation,7.26,180.0,37.0,100.0,10.0,September,3,Short Rains,0
2024-09-15,4.28,106540.0,56011.0,105614.0,14431.0,2.71,0.37,0.1,355.87,Morning,Medium,Normal Operation,7.13,180.0,26.0,84.0,7.0,September,3,Short Rains,0
2024-09-16,4.34,114331.0,53297.0,82289.0,18722.0,2.75,0.44,0.07,295.99,Morning,Low,Normal Operation,7.16,40.0,14.0,69.0,10.0,September,3,Short Rains,1
2024-09-17,4.03,121700.0,60569.0,85000.0,23118.0,3.48,0.35,0.09,379.78,Night,Medium,Normal Operation,7.21,180.0,23.0,62.0,3.0,September,3,Short Rains,0
2024-09-18,4.19,115912.0,60487.0,91840.0,19570.0,3.21,0.41,0.1,387.98,Afternoon,Medium,Maintenance,7.21,180.0,21.0,100.0,15.0,September,3,Short Rains,0
2024-09-19,3.8,121465.0,57664.0,79181.0,21367.0,3.14,0.5,0.14,333.7,Morning,Low,Normal Operation,7.35,40.0,5.0,99.0,5.0,September,3,Short Rains,1
2024-09-20,4.02,103952.0,53438.0,86439.0,17170.0,3.03,0.39,0.11,315.82,Night,Medium,Maintenance,7.25,180.0,31.0,87.0,13.0,September,3,Short Rains,0
2024-09-21,4.15,117032.0,60466.0,92857.0,20625.0,3.08,0.35,0.13,390.64,Afternoon,High,Normal Operation,7.27,180.0,38.0,90.0,6.0,September,3,Short Rains,0
2024-09-22,3.98,98035.0,45711.0,87004.0,18977.0,3.62,0.39,0.11,283.52,Night,Medium,Maintenance,7.35,180.0,20.0,77.0,9.0,September,3,Short Rains,0
2024-09-23,4.49,113665.0,57572.0,89160.0,14672.0,3.07,0.33,0.09,390.75,Afternoon,Medium,Normal Operation,7.16,180.0,36.0,105.0,15.0,September,3,Short Rains,0
2024-09-24,3.94,104153.0,54906.0,85236.0,19115.0,2.66,0.49,0.1,330.18,Afternoon,High,Normal Operation,7.16,180.0,33.0,96.0,13.0,September,3,Short Rains,0
2024-09-25,4.12,106174.0,53075.0,76370.0,14529.0,3.5,0.36,0.1,313.14,Night,High,Normal Operation,7.11,180.0,37.0,96.0,13.0,September,3,Short Rains,0
2024-09-26,4.22,129833.0,58582.0,92894.0,15785.0,3.12,0.33,0.08,408.74,Morning,Medium,Normal Operation,7.34,113.0,19.0,125.0,11.0,September,3,Short Rains,0
2024-09-27,4.46,128096.0,57759.0,105794.0,18663.0,3.21,0.3,0.09,396.61,Afternoon,Medium,Normal Operation,6.87,180.0,24.0,74.0,13.0,September,3,Short Rains,0
2024-09-28,3.94,122310.0,59406.0,90166.0,19040.0,3.84,0.42,0.1,329.32,Afternoon,Medium,Normal Operation,7.29,180.0,31.0,105.0,14.0,September,3,Short Rains,0
2024-09-29,4.41,101892.0,55289.0,92027.0,13838.0,3.19,0.4,0.13,368.01,Morning,Medium,Normal Operation,7.34,180.0,42.0,108.0,11.0,September,3,Short Rains,0
2024-09-30,4.2,111203.0,52584.0,96235.0,21689.0,3.32,0.32,0.06,297.92,Morning,Low,Normal Operation,7.05,180.0,31.0,93.0,14.0,September,3,Short Rains,0
2024-10-01,4.02,129557.0,66519.0,78576.0,20002.0,2.73,0.38,0.12,368.6,Morning,Medium,Normal Operation,7.18,180.0,32.0,89.0,20.0,October,4,Short Rains,0
2024-10-02,4.28,116701.0,55107.0,105323.0,15533.0,3.11,0.26,0.08,325.71,Afternoon,High,Normal Operation,7.11,180.0,36.0,64.0,16.0,October,4,Short Rains,0
2024-10-03,4.24,140000.0,67503.0,91821.0,12618.0,3.44,0.36,0.07,398.54,Afternoon,Medium,Normal Operation,7.19,180.0,29.0,124.0,14.0,October,4,Short Rains,0
2024-10-04,4.09,119720.0,64027.0,104687.0,17493.0,2.58,0.38,0.12,430.83,Afternoon,High,Normal Operation,7.22,180.0,37.0,90.0,12.0,October,4,Short Rains,0
2024-10-05,4.21,117305.0,61337.0,83403.0,16439.0,3.28,0.45,0.11,402.74,Morning,High,Normal Operation,7.24,180.0,39.0,96.0,7.0,October,4,Short Rains,0
2024-10-06,4.13,111291.0,51142.0,106363.0,18396.0,3.24,0.3,0.13,356.59,Afternoon,High,Maintenance,6.96,180.0,21.0,110.0,11.0,October,4,Short Rains,0
2024-10-07,4.22,116602.0,57470.0,96976.0,16729.0,3.22,0.27,0.12,377.42,Night,Low,Normal Operation,7.09,180.0,36.0,76.0,12.0,October,4,Short Rains,0
2024-10-08,4.32,113170.0,51257.0,94977.0,12000.0,3.61,0.3,0.14,314.07,Morning,High,Normal Operation,7.38,180.0,26.0,85.0,14.0,October,4,Short Rains,0
2024-10-09,4.49,123497.0,61513.0,92106.0,16641.0,3.33,0.27,0.11,402.81,Afternoon,Low,Normal Operation,7.27,96.0,17.0,126.0,24.0,October,4,Short Rains,1
2024-10-10,3.98,126480.0,65295.0,87763.0,16930.0,3.79,0.43,0.1,457.01,Night,Medium,Normal Operation,7.5,180.0,37.0,68.0,16.0,October,4,Short Rains,0
2024-10-11,4.58,105568.0,48757.0,100805.0,20218.0,2.8,0.44,0.11,320.1,Night,Medium,Normal Operation,7.34,180.0,36.0,119.0,8.0,October,4,Short Rains,0
2024-10-12,3.85,99025.0,47422.0,91263.0,15556.0,3.25,0.37,0.12,315.0,Afternoon,Medium,Normal Operation,7.17,180.0,33.0,85.0,13.0,October,4,Short Rains,0
2024-10-13,4.17,92966.0,45533.0,72296.0,23875.0,3.23,0.42,0.08,314.52,Night,High,Normal Operation,7.51,180.0,41.0,72.0,23.0,October,4,Short Rains,0
2024-10-14,4.31,121096.0,65628.0,79945.0,12000.0,2.77,0.36,0.09,372.14,Morning,High,Normal Operation,7.14,180.0,30.0,96.0,11.0,October,4,Short Rains,0
2024-10-15,4.25,101760.0,55899.0,88327.0,22589.0,3.58,0.34,0.09,366.54,Night,Low,Normal Operation,7.14,180.0,36.0,133.0,9.0,October,4,Short Rains,0
2024-10-16,4.09,90000.0,40904.0,92790.0,17215.0,4.13,0.33,0.06,277.18,Morning,Medium,Normal Operation,7.26,60.0,10.0,62.0,7.0,October,4,Short Rains,1
2024-10-17,4.16,119663.0,62955.0,89491.0,21009.0,3.19,0.33,0.1,436.38,Morning,Medium,Normal Operation,6.93,124.0,14.0,88.0,20.0,October,4,Short Rains,0
2024-10-18,4.11,140000.0,68204.0,100971.0,18279.0,3.4,0.26,0.06,396.71,Morning,Medium,Normal Operation,7.42,125.0,19.0,112.0,12.0,October,4,Short Rains,0
